MultiMADD2 N°2023
Measuring site:	MultiMADD2 n° 2023 - UniFR

Timezone:	GMT+01:00
Conductivity:	Compensated at 25°C

Date and time	A1 - Débit	M1 - Wind direction	M2 - Average wind	M3 - Maximum wind	M4 - Air temperature	M5 - Humidity	M6 - Atmospheric pressure	M7 - Rain
2019.11.24 11:40:00	0.00	101	3.9	8.0	10.7	51.0	886.7	0.00
2019.11.24 11:45:00	0.00	103	3.2	8.3	10.5	54.1	886.8	0.00
2019.11.24 11:50:00	0.00	105	3.0	7.2	10.5	54.3	886.9	0.00
2019.11.24 11:55:00	0.00	96	2.7	5.9	10.4	53.0	886.9	0.00
2019.11.24 12:00:00	0.00	101	3.0	7.2	10.5	53.9	886.9	0.00
2019.11.24 12:05:00	0.00	107	2.8	6.1	10.5	54.2	886.8	0.00
2019.11.24 12:10:00	0.00	102	3.0	6.6	10.4	54.3	886.8	0.00
2019.11.24 12:15:00	0.00	95	2.4	5.1	10.5	53.0	886.8	0.00
2019.11.24 12:20:00	0.00	106	3.1	6.5	10.5	52.2	886.9	0.03
2019.11.24 12:25:00	0.00	108	2.7	5.8	10.5	55.3	886.9	0.00
2019.11.24 12:30:00	0.00	98	2.8	6.4	10.4	53.7	886.9	0.02
2019.11.24 12:35:00	0.00	100	1.7	4.9	10.3	56.2	886.9	0.00
2019.11.24 12:40:00	0.00	96	2.2	4.1	10.3	54.2	886.9	0.00
2019.11.24 12:45:00	0.00	144	2.0	4.6	10.4	54.1	887.0	0.00
2019.11.24 12:50:00	0.00	92	2.1	4.8	10.4	54.4	887.1	0.00
2019.11.24 12:55:00	0.00	103	2.2	6.0	10.4	55.1	887.0	0.00
2019.11.24 13:00:00	0.00	86	2.4	5.0	10.3	54.7	887.1	0.00
2019.11.24 13:05:00	0.00	95	2.2	5.1	10.4	54.8	887.0	0.00
2019.11.24 13:10:00	0.00	99	2.3	6.8	10.4	56.6	887.0	0.00
2019.11.24 13:15:00	0.00	112	2.5	5.1	10.5	57.4	886.9	0.00
2019.11.24 13:20:00	0.00	101	2.7	6.6	10.5	54.4	886.9	0.00
2019.11.24 13:25:00	0.00	102	1.6	4.4	10.7	56.3	886.9	0.00
2019.11.24 13:30:00	0.00	108	2.2	5.9	10.7	54.7	886.9	0.00
2019.11.24 13:35:00	0.00	109	2.4	4.8	10.8	54.3	886.9	0.00
2019.11.24 13:40:00	0.00	121	1.6	3.9	10.8	53.7	887.0	0.00
2019.11.24 13:45:00	0.00	279	1.1	3.1	10.9	55.0	887.2	0.00
2019.11.24 13:50:00	0.00	311	1.2	2.5	9.3	60.7	887.2	0.00
2019.11.24 13:55:00	0.00	235	0.8	2.2	8.1	64.7	887.2	0.00
2019.11.24 14:00:00	0.00	293	0.7	2.4	7.6	66.3	887.3	0.00
2019.11.24 14:05:00	0.00	116	0.6	1.9	7.4	67.7	887.4	0.00
2019.11.24 14:10:00	0.00	124	0.7	1.5	7.2	67.7	887.5	0.00
2019.11.24 14:15:00	0.00	313	0.7	1.9	7.3	69.2	887.6	0.00
2019.11.24 14:20:00	0.00	216	1.0	2.7	7.2	68.7	887.7	0.00
2019.11.24 14:25:00	0.00	220	0.7	2.1	7.2	68.8	887.7	0.00
2019.11.24 14:30:00	0.00	256	0.7	1.8	7.2	70.2	887.8	0.00
2019.11.24 14:35:00	0.00	230	0.9	2.5	7.2	68.3	887.9	0.00
2019.11.24 14:40:00	0.00	274	0.6	1.4	7.2	70.1	887.9	0.00
2019.11.24 14:45:00	0.00	275	0.5	1.5	7.2	69.5	887.9	0.00
2019.11.24 14:50:00	0.00	247	0.5	1.2	7.3	69.5	888.0	0.00
2019.11.24 14:55:00	0.00	226	0.6	1.1	7.3	68.6	888.0	0.00
2019.11.24 15:00:00	0.00	146	0.6	1.5	7.3	68.0	888.0	0.00
2019.11.24 15:05:00	0.00	136	0.5	1.2	7.1	69.5	888.0	0.00
2019.11.24 15:10:00	0.00	116	0.7	1.3	7.1	70.4	888.1	0.00
2019.11.24 15:15:00	0.00	107	0.6	1.2	7.0	70.1	888.0	0.00
2019.11.24 15:20:00	0.00	197	0.2	0.6	7.0	69.5	888.1	0.00
2019.11.24 15:25:00	0.00	286	0.3	0.7	7.1	70.0	888.1	0.01
2019.11.24 15:30:00	0.00	149	0.2	0.7	7.1	72.5	888.1	0.00
2019.11.24 15:35:00	0.00	181	0.3	0.7	7.2	72.0	888.1	0.00
2019.11.24 15:40:00	0.00	174	0.2	0.5	7.2	69.9	888.1	0.00
2019.11.24 15:45:00	0.00	229	0.4	0.7	7.1	71.3	888.1	0.09
2019.11.24 15:50:00	0.00	280	0.2	0.7	7.0	74.0	888.1	0.00
2019.11.24 15:55:00	0.00	96	0.2	0.6	7.0	71.6	888.1	0.00
2019.11.24 16:00:00	0.00	120	0.4	0.7	6.9	77.7	888.1	0.00
2019.11.24 16:05:00	0.00	100	0.2	0.4	6.7	77.0	888.1	0.00
2019.11.24 16:10:00	0.00	196	0.2	0.5	6.7	76.5	888.1	0.00
2019.11.24 16:15:00	0.00	252	0.3	0.8	6.6	77.1	888.2	0.00
2019.11.24 16:20:00	0.00	187	0.3	0.8	6.6	77.2	888.3	0.00
2019.11.24 16:25:00	0.00	134	0.2	0.5	6.5	81.4	888.4	0.00
2019.11.24 16:30:00	0.00	147	0.4	1.1	6.5	80.3	888.4	0.01
2019.11.24 16:35:00	0.00	87	0.5	1.0	6.3	82.1	888.6	0.00
2019.11.24 16:40:00	0.00	195	0.2	0.6	6.3	80.8	888.6	0.00
2019.11.24 16:45:00	0.00	113	0.3	0.8	6.3	81.2	888.7	0.00
2019.11.24 16:50:00	0.00	112	0.5	1.0	6.1	79.4	888.8	0.00
2019.11.24 16:55:00	0.00	120	0.3	0.7	6.1	81.7	888.9	0.00
2019.11.24 17:00:00	0.00	115	0.6	0.8	6.0	83.0	888.9	0.00
2019.11.24 17:05:00	0.00	100	0.4	0.9	5.9	83.5	888.9	0.00
2019.11.24 17:10:00	0.00	170	0.2	0.3	5.8	83.7	888.9	0.00
2019.11.24 17:15:00	0.00	127	0.2	0.5	5.7	84.1	888.9	0.00
2019.11.24 17:20:00	0.00	115	0.2	0.4	5.6	85.9	889.0	0.00
2019.11.24 17:25:00	0.00	164	0.3	1.2	5.6	85.9	889.0	0.00
2019.11.24 17:30:00	0.00	135	0.6	1.1	5.5	85.9	888.9	0.00
2019.11.24 17:35:00	0.00	124	0.3	0.7	5.5	86.4	888.9	0.00
2019.11.24 17:40:00	0.00	178	0.2	0.4	5.4	86.0	889.0	0.00
2019.11.24 17:45:00	0.00	89	0.3	0.7	5.4	86.9	889.0	0.00
2019.11.24 17:50:00	0.00	132	0.3	0.7	5.3	87.7	889.0	0.00
2019.11.24 17:55:00	0.00	141	0.3	0.7	5.3	88.3	889.0	0.00
2019.11.24 18:00:00	0.00	139	0.3	0.8	5.3	87.9	889.0	0.00
2019.11.24 18:05:00	0.00	122	0.3	0.6	5.3	86.9	889.0	0.00
2019.11.24 18:10:00	0.00	198	0.2	0.4	5.2	87.5	889.0	0.00
2019.11.24 18:15:00	0.00	95	0.4	0.7	5.2	88.2	889.0	0.00
2019.11.24 18:20:00	0.00	144	0.3	0.8	5.2	87.4	889.0	0.00
2019.11.24 18:25:00	0.00	124	0.6	1.0	5.1	88.9	889.0	0.00
2019.11.24 18:30:00	0.00	122	0.9	1.3	5.1	88.7	889.1	0.00
2019.11.24 18:35:00	0.00	79	0.3	0.9	5.1	88.3	889.0	0.00
2019.11.24 18:40:00	0.00	267	0.4	0.7	5.1	88.3	889.1	0.00
2019.11.24 18:45:00	0.00	272	0.2	0.6	5.1	88.4	889.1	0.00
2019.11.24 18:50:00	0.00	110	0.3	0.7	5.1	88.3	889.2	0.00
2019.11.24 18:55:00	0.00	168	0.2	0.7	5.1	88.4	889.2	0.00
2019.11.24 19:00:00	0.00	123	0.6	1.0	5.0	89.0	889.2	0.00
2019.11.24 19:05:00	0.00	91	0.5	1.0	5.0	87.9	889.2	0.00
2019.11.24 19:10:00	0.00	266	0.4	0.8	5.1	87.6	889.2	0.00
2019.11.24 19:15:00	0.00	130	0.6	1.3	5.1	88.5	889.2	0.00
2019.11.24 19:20:00	0.00	156	0.3	0.7	5.0	88.6	889.2	0.00
2019.11.24 19:25:00	0.00	169	0.3	0.6	4.9	88.0	889.2	0.00
2019.11.24 19:30:00	0.00	264	0.2	0.3	4.9	88.8	889.1	0.00
2019.11.24 19:35:00	0.00	342	0.2	0.5	4.8	89.3	889.1	0.00
2019.11.24 19:40:00	0.00	252	0.2	0.5	4.8	89.5	889.0	0.00
2019.11.24 19:45:00	0.00	212	0.2	0.4	4.8	89.7	889.1	0.00
2019.11.24 19:50:00	0.00	120	0.4	0.6	4.7	89.6	889.1	0.00
2019.11.24 19:55:00	0.00	116	0.5	1.1	4.6	88.8	889.1	0.00
2019.11.24 20:00:00	0.00	88	0.2	0.7	4.6	88.4	889.1	0.00
2019.11.24 20:05:00	0.00	209	0.4	1.0	4.6	89.3	889.1	0.00
2019.11.24 20:10:00	0.00	106	0.6	1.1	4.5	88.9	889.1	0.00
2019.11.24 20:15:00	0.00	160	0.3	0.8	4.4	88.6	889.1	0.00
2019.11.24 20:20:00	0.00	127	0.4	0.9	4.4	89.6	889.2	0.00
2019.11.24 20:25:00	0.00	241	0.4	0.8	4.4	89.3	889.1	0.00
2019.11.24 20:30:00	0.00	179	0.4	0.7	4.5	89.8	889.1	0.00
2019.11.24 20:35:00	0.00	29	0.3	0.7	4.4	88.9	889.1	0.00
2019.11.24 20:40:00	0.00	203	0.6	1.4	4.5	88.8	889.1	0.00
2019.11.24 20:45:00	0.00	112	0.7	1.2	4.5	88.5	889.2	0.00
2019.11.24 20:50:00	0.00	248	0.5	0.7	4.4	88.5	889.2	0.00
2019.11.24 20:55:00	0.00	128	0.3	0.8	4.4	89.0	889.2	0.00
2019.11.24 21:00:00	0.00	98	0.2	0.5	4.5	88.7	889.2	0.00
2019.11.24 21:05:00	0.00	147	0.2	0.4	4.5	88.2	889.2	0.00
2019.11.24 21:10:00	0.00	224	0.3	0.5	4.4	88.7	889.2	0.00
2019.11.24 21:15:00	0.00	158	0.3	0.6	4.4	89.3	889.2	0.00
2019.11.24 21:20:00	0.00	130	0.3	0.9	4.4	89.2	889.1	0.00
2019.11.24 21:25:00	0.00	85	0.4	0.9	4.3	88.8	889.1	0.00
2019.11.24 21:30:00	0.00	98	0.3	0.7	4.3	89.2	889.0	0.00
2019.11.24 21:35:00	0.00	301	0.3	0.7	4.2	88.9	889.0	0.00
2019.11.24 21:40:00	0.00	221	0.4	1.0	4.2	90.2	888.9	0.00
2019.11.24 21:45:00	0.00	75	0.5	0.9	4.2	90.1	888.9	0.00
2019.11.24 21:50:00	0.00	62	0.3	0.6	4.3	89.3	889.0	0.00
2019.11.24 21:55:00	0.00	185	0.4	0.9	4.3	89.7	889.0	0.00
2019.11.24 22:00:00	0.00	90	0.5	0.9	4.2	89.1	889.0	0.00
2019.11.24 22:05:00	0.00	101	0.5	0.7	4.1	90.1	889.0	0.00
2019.11.24 22:10:00	0.00	128	0.2	0.5	4.1	89.0	889.0	0.00
2019.11.24 22:15:00	0.00	104	0.2	0.5	4.0	89.7	889.0	0.00
2019.11.24 22:20:00	0.00	59	0.2	0.5	4.0	90.4	889.1	0.00
2019.11.24 22:25:00	0.00	88	0.3	0.5	4.0	90.4	889.1	0.00
2019.11.24 22:30:00	0.00	246	0.2	0.6	4.0	90.1	889.1	0.00
2019.11.24 22:35:00	0.00	104	0.6	1.2	3.9	90.6	889.2	0.00
2019.11.24 22:40:00	0.00	149	0.3	0.7	3.9	90.4	889.2	0.00
2019.11.24 22:45:00	0.00	164	0.3	0.7	3.8	89.8	889.2	0.00
2019.11.24 22:50:00	0.00	134	0.4	1.0	3.8	91.0	889.4	0.00
2019.11.24 22:55:00	0.00	256	0.4	0.8	3.8	91.0	889.4	0.00
2019.11.24 23:00:00	0.00	179	0.2	0.5	3.9	90.8	889.4	0.00
2019.11.24 23:05:00	0.00	269	0.2	0.6	3.9	90.5	889.4	0.00
2019.11.24 23:10:00	0.00	274	0.4	0.7	3.8	90.8	889.4	0.00
2019.11.24 23:15:00	0.00	169	0.5	1.2	3.9	90.8	889.4	0.00
2019.11.24 23:20:00	0.00	84	0.5	1.0	4.0	90.0	889.4	0.00
2019.11.24 23:25:00	0.00	141	0.4	1.0	3.9	89.0	889.4	0.00
2019.11.24 23:30:00	0.00	99	0.3	0.7	3.9	90.1	889.5	0.00
2019.11.24 23:35:00	0.00	178	0.3	0.7	3.9	89.7	889.4	0.00
2019.11.24 23:40:00	0.00	346	0.3	0.6	3.9	90.2	889.4	0.00
2019.11.24 23:45:00	0.00	246	0.3	0.6	3.9	90.1	889.4	0.00
2019.11.24 23:50:00	0.00	17	0.1	0.6	3.9	90.3	889.4	0.00
2019.11.24 23:55:00	0.00	351	0.4	0.8	3.8	90.4	889.5	0.00
2019.11.25 00:00:00	0.00	163	0.3	0.7	3.8	90.3	889.5	0.00
2019.11.25 00:05:00	0.00	111	0.3	0.8	3.7	89.7	889.5	0.00
2019.11.25 00:10:00	0.00	78	0.7	1.2	3.6	90.1	889.6	0.00
2019.11.25 00:15:00	0.00	20	0.3	0.7	3.5	89.7	889.5	0.00
2019.11.25 00:20:00	0.00	41	0.3	0.7	3.4	89.2	889.5	0.00
2019.11.25 00:25:00	0.00	79	0.6	1.0	3.4	90.9	889.4	0.00
2019.11.25 00:30:00	0.00	82	0.2	1.0	3.5	90.5	889.4	0.00
2019.11.25 00:35:00	0.00	86	0.4	0.8	3.3	90.3	889.3	0.00
2019.11.25 00:40:00	0.00	144	0.4	0.6	3.3	90.7	889.2	0.00
2019.11.25 00:45:00	0.00	326	0.2	0.9	3.2	90.6	889.2	0.00
2019.11.25 00:50:00	0.00	191	0.4	1.0	3.2	91.2	889.1	0.00
2019.11.25 00:55:00	0.00	226	0.3	1.0	3.1	91.1	889.0	0.00
2019.11.25 01:00:00	0.00	72	0.4	0.9	3.1	90.9	889.0	0.00
2019.11.25 01:05:00	0.00	127	0.4	1.0	3.0	91.0	888.9	0.00
2019.11.25 01:10:00	0.00	116	0.3	0.9	2.9	90.7	888.9	0.00
2019.11.25 01:15:00	0.00	71	0.6	1.3	2.9	91.3	889.0	0.00
2019.11.25 01:20:00	0.00	161	0.5	0.9	3.0	91.2	888.9	0.00
2019.11.25 01:25:00	0.00	138	0.5	1.0	2.9	91.2	888.9	0.00
2019.11.25 01:30:00	0.00	72	0.5	1.0	2.9	91.6	888.9	0.00
2019.11.25 01:35:00	0.00	319	0.3	0.8	3.0	91.6	888.8	0.00
2019.11.25 01:40:00	0.00	52	0.3	0.8	2.8	91.0	888.8	0.00
2019.11.25 01:45:00	0.00	170	0.6	1.2	2.9	91.3	888.8	0.00
2019.11.25 01:50:00	0.00	212	0.6	1.2	2.9	91.5	888.9	0.00
2019.11.25 01:55:00	0.00	124	0.5	1.2	3.0	92.1	888.8	0.00
2019.11.25 02:00:00	0.00	140	0.5	1.4	2.9	91.0	888.8	0.00
2019.11.25 02:05:00	0.00	79	0.3	0.7	2.7	90.5	888.8	0.00
2019.11.25 02:10:00	0.00	155	0.4	0.9	2.8	91.7	888.7	0.00
2019.11.25 02:15:00	0.00	132	0.2	0.6	2.8	91.8	888.8	0.00
2019.11.25 02:20:00	0.00	95	0.5	0.9	2.8	92.2	888.8	0.00
2019.11.25 02:25:00	0.00	111	0.5	1.1	2.8	91.0	888.8	0.00
2019.11.25 02:30:00	0.00	68	0.2	0.6	2.8	92.0	888.9	0.00
2019.11.25 02:35:00	0.00	136	0.3	0.7	2.8	91.7	889.0	0.00
2019.11.25 02:40:00	0.00	78	0.4	0.8	2.9	91.7	889.0	0.00
2019.11.25 02:45:00	0.00	123	0.5	1.0	3.0	91.5	889.0	0.00
2019.11.25 02:50:00	0.00	54	0.3	0.7	3.1	91.4	889.1	0.00
2019.11.25 02:55:00	0.00	89	0.6	1.1	3.2	91.6	889.1	0.00
2019.11.25 03:00:00	0.00	87	0.6	1.3	3.4	91.3	889.1	0.01
2019.11.25 03:05:00	0.00	190	0.5	1.0	3.6	90.4	889.2	0.00
2019.11.25 03:10:00	0.00	184	0.4	0.9	3.6	90.9	889.2	0.00
2019.11.25 03:15:00	0.00	263	0.4	1.0	3.7	90.2	889.1	0.00
2019.11.25 03:20:00	0.00	96	0.5	1.2	3.7	90.0	889.0	0.00
2019.11.25 03:25:00	0.00	150	0.4	1.1	3.6	90.1	888.9	0.00
2019.11.25 03:30:00	0.00	318	0.3	0.8	3.6	90.6	888.9	0.00
2019.11.25 03:35:00	0.00	336	0.3	0.9	3.5	90.9	888.9	0.00
2019.11.25 03:40:00	0.00	201	0.4	1.1	3.5	90.3	889.0	0.00
2019.11.25 03:45:00	0.00	129	0.6	2.1	3.6	89.7	889.0	0.00
2019.11.25 03:50:00	0.00	255	0.7	1.9	3.7	88.9	889.2	0.00
2019.11.25 03:55:00	0.00	157	0.7	1.9	3.8	88.3	889.2	0.00
2019.11.25 04:00:00	0.00	109	0.6	1.5	3.9	87.7	889.2	0.00
2019.11.25 04:05:00	0.00	127	0.8	1.8	3.8	88.0	889.2	0.00
2019.11.25 04:10:00	0.00	159	0.7	1.7	3.7	88.0	889.2	0.00
2019.11.25 04:15:00	0.00	100	0.6	1.2	3.7	88.2	889.2	0.00
2019.11.25 04:20:00	0.00	95	0.8	1.5	3.7	88.2	889.1	0.00
2019.11.25 04:25:00	0.00	105	0.7	1.3	3.6	87.8	889.1	0.00
2019.11.25 04:30:00	0.00	143	0.3	0.9	3.5	88.4	889.1	0.00
2019.11.25 04:35:00	0.00	273	0.4	0.7	3.4	88.8	889.1	0.00
2019.11.25 04:40:00	0.00	341	0.4	0.9	3.3	88.9	889.0	0.00
2019.11.25 04:45:00	0.00	161	0.2	0.7	3.2	90.0	889.1	0.00
2019.11.25 04:50:00	0.00	39	0.5	1.2	3.0	89.9	889.1	0.00
2019.11.25 04:55:00	0.00	234	0.4	1.3	3.0	89.8	889.2	0.00
2019.11.25 05:00:00	0.00	212	0.6	1.2	2.9	91.0	889.2	0.00
2019.11.25 05:05:00	0.00	48	0.4	1.1	2.9	91.5	889.2	0.00
2019.11.25 05:10:00	0.00	245	0.3	1.0	3.0	91.6	889.1	0.00
2019.11.25 05:15:00	0.00	152	0.4	1.3	2.9	91.6	889.2	0.00
2019.11.25 05:20:00	0.00	276	0.5	1.1	2.9	91.6	889.2	0.00
2019.11.25 05:25:00	0.00	35	0.7	1.7	2.9	91.7	889.2	0.00
2019.11.25 05:30:00	0.00	218	0.6	1.5	2.9	91.7	889.3	0.00
2019.11.25 05:35:00	0.00	132	0.6	1.5	2.9	91.6	889.3	0.00
2019.11.25 05:40:00	0.00	5	0.3	1.5	3.0	91.7	889.3	0.00
2019.11.25 05:45:00	0.00	215	0.4	1.2	3.0	91.5	889.3	0.00
2019.11.25 05:50:00	0.00	87	0.6	1.2	3.0	91.5	889.5	0.00
2019.11.25 05:55:00	0.00	109	0.5	1.2	3.0	91.6	889.5	0.00
2019.11.25 06:00:00	0.00	133	0.7	2.3	3.0	91.6	889.4	0.00
2019.11.25 06:05:00	0.00	191	0.4	1.0	3.0	91.4	889.4	0.00
2019.11.25 06:10:00	0.00	346	0.2	0.8	3.0	91.4	889.5	0.00
2019.11.25 06:15:00	0.00	7	0.4	0.8	3.0	91.2	889.5	0.00
2019.11.25 06:20:00	0.00	188	0.2	0.3	3.0	91.2	889.5	0.00
2019.11.25 06:25:00	0.00	261	0.2	0.5	3.0	91.4	889.6	0.00
2019.11.25 06:30:00	0.00	250	0.3	0.8	3.0	91.5	889.7	0.00
2019.11.25 06:35:00	0.00	199	0.4	0.8	3.0	91.6	889.7	0.00
2019.11.25 06:40:00	0.00	252	0.3	0.6	3.0	91.6	889.7	0.00
2019.11.25 06:45:00	0.00	31	0.3	0.7	3.0	91.7	889.7	0.00
2019.11.25 06:50:00	0.00	313	0.5	1.0	3.1	91.6	889.6	0.00
2019.11.25 06:55:00	0.00	308	0.6	1.4	3.1	91.6	889.6	0.00
2019.11.25 07:00:00	0.00	323	0.3	0.7	3.1	91.4	889.7	0.00
2019.11.25 07:05:00	0.00	107	0.3	0.5	3.1	91.5	889.5	0.00
2019.11.25 07:10:00	0.00	106	0.4	0.6	3.1	91.5	889.6	0.00
2019.11.25 07:15:00	0.00	139	0.2	0.4	3.1	91.5	889.6	0.00
2019.11.25 07:20:00	0.00	105	0.4	0.7	3.1	91.5	889.6	0.00
2019.11.25 07:25:00	0.00	149	0.5	1.1	3.1	91.6	889.6	0.00
2019.11.25 07:30:00	0.00	111	0.3	1.0	3.1	91.6	889.6	0.00
2019.11.25 07:35:00	0.00	301	0.3	0.8	3.1	91.6	889.6	0.00
2019.11.25 07:40:00	0.00	94	0.5	1.0	3.1	91.6	889.7	0.00
2019.11.25 07:45:00	0.00	67	0.5	1.0	3.1	91.3	889.7	0.00
2019.11.25 07:50:00	0.00	113	0.3	0.7	3.1	91.4	889.7	0.00
2019.11.25 07:55:00	0.00	299	0.4	0.9	3.1	91.6	889.7	0.00
2019.11.25 08:00:00	0.00	85	0.4	1.0	3.1	91.6	889.6	0.00
2019.11.25 08:05:00	0.00	123	0.4	1.1	2.9	91.0	889.6	0.00
2019.11.25 08:10:00	0.00	223	0.2	0.5	2.9	91.7	889.7	0.00
2019.11.25 08:15:00	0.00	140	0.4	0.9	2.9	91.7	889.7	0.00
2019.11.25 08:20:00	0.00	246	0.5	1.1	2.8	91.6	889.6	0.00
2019.11.25 08:25:00	0.00	269	0.5	1.2	2.9	92.0	889.5	0.00
2019.11.25 08:30:00	0.00	36	0.4	1.2	3.0	92.2	889.4	0.00
2019.11.25 08:35:00	0.00	136	0.9	2.3	3.0	91.6	889.5	0.00
2019.11.25 08:40:00	0.00	123	0.6	1.4	3.0	91.8	889.3	0.00
2019.11.25 08:45:00	0.00	29	0.5	1.0	3.1	91.8	889.3	0.00
2019.11.25 08:50:00	0.00	191	0.9	2.1	3.2	91.5	889.4	0.00
2019.11.25 08:55:00	0.00	92	1.1	2.2	3.3	91.5	889.5	0.00
2019.11.25 09:00:00	0.00	115	1.2	2.3	3.4	91.0	889.6	0.00
2019.11.25 09:05:00	0.00	35	0.7	2.1	3.8	89.3	889.7	0.00
2019.11.25 09:10:00	0.00	132	0.7	1.8	4.1	88.2	889.8	0.00
2019.11.25 09:15:00	0.00	93	0.5	1.0	4.3	87.2	889.9	0.00
2019.11.25 09:20:00	0.00	109	0.5	1.1	4.4	86.9	889.9	0.00
2019.11.25 09:25:00	0.00	130	0.6	1.3	4.5	86.0	889.9	0.00
2019.11.25 09:30:00	0.00	111	0.7	1.6	4.6	86.0	889.7	0.00
2019.11.25 09:35:00	0.00	80	0.4	1.2	4.7	84.7	889.5	0.00
2019.11.25 09:40:00	0.00	43	0.9	2.0	4.8	85.4	889.5	0.00
2019.11.25 09:45:00	0.00	216	1.0	2.2	4.9	85.5	889.6	0.00
2019.11.25 09:50:00	0.00	189	1.4	4.1	5.2	83.3	889.5	0.00
2019.11.25 09:55:00	0.00	7	1.5	3.8	5.6	81.7	889.6	0.00
2019.11.25 10:00:00	0.00	285	1.7	3.3	5.6	81.1	889.5	0.00
2019.11.25 10:05:00	0.00	317	1.5	3.4	5.6	81.1	889.4	0.00
2019.11.25 10:10:00	0.00	296	1.7	4.0	5.6	80.5	889.4	0.00
2019.11.25 10:15:00	0.00	290	1.7	3.1	5.4	81.4	889.4	0.00
2019.11.25 10:20:00	0.00	325	1.8	3.9	5.5	80.3	889.4	0.00
2019.11.25 10:25:00	0.00	261	1.5	3.4	5.6	79.7	889.4	0.00
2019.11.25 10:30:00	0.00	282	1.6	6.9	5.3	81.1	889.3	0.00
2019.11.25 10:35:00	0.00	323	1.8	3.9	5.5	80.3	889.6	0.00
2019.11.25 10:40:00	0.00	350	1.4	3.4	5.6	80.4	889.6	0.00
2019.11.25 10:45:00	0.00	356	1.3	3.8	5.6	79.0	889.6	0.00
2019.11.25 10:50:00	0.00	256	1.3	3.2	5.4	80.3	889.5	0.00
2019.11.25 10:55:00	0.00	297	1.3	3.1	5.3	80.8	889.4	0.00
2019.11.25 11:00:00	0.00	297	1.4	2.9	5.4	81.9	889.4	0.00
2019.11.25 11:05:00	0.00	13	1.2	2.9	5.7	80.1	889.4	0.00
2019.11.25 11:10:00	0.00	327	1.6	4.2	6.3	78.4	889.4	0.00
2019.11.25 11:15:00	0.00	290	1.3	4.2	6.4	76.9	889.2	0.00
2019.11.25 11:20:00	0.00	345	1.2	3.2	6.8	76.0	889.3	0.00
2019.11.25 11:25:00	0.00	272	1.6	3.9	6.8	77.0	889.2	0.00
2019.11.25 11:30:00	0.00	49	1.5	2.9	7.0	75.0	889.4	0.00
2019.11.25 11:35:00	0.00	40	1.0	2.5	7.2	73.9	889.4	0.00
2019.11.25 11:40:00	0.00	125	1.3	3.4	7.2	73.4	889.2	0.00
2019.11.25 11:45:00	0.00	289	1.3	2.9	7.1	73.1	889.3	0.00
2019.11.25 11:50:00	0.00	356	1.3	4.1	6.6	73.9	889.4	0.00
2019.11.25 11:55:00	0.00	313	1.4	3.0	6.3	75.7	889.2	0.00
2019.11.25 12:00:00	0.00	233	0.9	2.7	6.2	76.0	889.2	0.00
2019.11.25 12:05:00	0.00	338	1.2	2.9	6.0	76.4	889.3	0.00
2019.11.25 12:10:00	0.00	315	1.1	2.4	6.0	77.4	889.2	0.00
2019.11.25 12:15:00	0.00	318	1.3	4.6	6.4	72.3	889.1	0.00
2019.11.25 12:20:00	0.00	290	1.5	5.4	9.1	64.3	889.1	0.00
2019.11.25 12:25:00	0.00	315	1.4	3.9	8.8	63.3	889.1	0.00
2019.11.25 12:30:00	0.00	331	1.1	3.3	7.9	67.3	889.2	0.00
2019.11.25 12:35:00	0.00	262	1.1	3.3	7.0	71.6	889.3	0.00
2019.11.25 12:40:00	0.00	180	1.0	2.6	6.4	74.7	889.3	0.00
2019.11.25 12:45:00	0.00	167	0.8	3.2	6.2	75.2	889.4	0.00
2019.11.25 12:50:00	0.00	175	1.0	2.5	6.0	75.9	889.5	0.00
2019.11.25 12:55:00	0.00	145	1.0	2.0	5.7	77.5	889.5	0.00
2019.11.25 13:00:00	0.00	110	0.8	1.6	5.6	77.6	889.6	0.00
2019.11.25 13:05:00	0.00	112	0.7	1.5	5.7	77.7	889.6	0.00
2019.11.25 13:10:00	0.00	123	0.3	0.6	5.7	77.7	889.5	0.00
2019.11.25 13:15:00	0.00	38	0.3	0.7	5.6	77.9	889.5	0.00
2019.11.25 13:20:00	0.00	110	0.4	0.8	5.5	79.9	889.4	0.00
2019.11.25 13:25:00	0.00	335	0.4	1.2	5.3	80.7	889.4	0.00
2019.11.25 13:30:00	0.00	72	0.4	0.9	5.1	82.6	889.3	0.00
2019.11.25 13:35:00	0.00	77	0.5	0.9	4.9	82.1	889.4	0.00
2019.11.25 13:40:00	0.00	94	0.6	1.2	4.9	82.8	889.4	0.00
2019.11.25 13:45:00	0.00	129	0.3	0.7	4.7	83.9	889.4	0.00
2019.11.25 13:50:00	0.00	50	0.3	0.7	4.7	84.3	889.4	0.00
2019.11.25 13:55:00	0.00	261	0.2	0.5	4.7	85.8	889.5	0.00
2019.11.25 14:00:00	0.00	89	0.5	1.0	4.7	84.5	889.5	0.00
2019.11.25 14:05:00	0.00	118	0.5	1.0	4.7	83.8	889.6	0.00
2019.11.25 14:10:00	0.00	88	0.7	1.5	4.6	85.4	889.6	0.00
2019.11.25 14:15:00	0.00	71	0.2	0.7	4.8	84.0	889.6	0.00
2019.11.25 14:20:00	0.00	249	0.2	0.5	4.8	84.3	889.6	0.00
